region_country,category,parameter,mode,powertrain,year,unit,value,Aggregate group
Austria,Historical,EV sales share,Cars,EV,2024,percent,24.0,Other
France,Historical,EV sales share,Cars,EV,2024,percent,24.0,Other
Germany,Historical,EV sales share,Cars,EV,2023,percent,24.0,Other
United Kingdom,Historical,EV sales share,Cars,EV,2023,percent,24.0,Other
Luxembourg,Historical,EV sales share,Cars,EV,2022,percent,24.0,Other
Romania,Historical,EV sales,Cars,BEV,2015,Vehicles,24.0,Other
Europe,Historical,Battery demand,Cars,EV,2019,GWh,23.0,Aggregate_sales_stock
United Kingdom,Historical,EV sales share,Cars,EV,2022,percent,23.0,Other
Cyprus,Historical,EV sales,Cars,BEV,2019,Vehicles,23.0,Other
Brazil,Historical,EV sales,Cars,BEV,2012,Vehicles,22.0,Other
Chile,Historical,EV sales,Cars,BEV,2016,Vehicles,22.0,Other
Colombia,Historical,EV sales,Cars,BEV,2013,Vehicles,22.0,Other
Costa Rica,Historical,EV sales,Cars,BEV,2016,Vehicles,22.0,Other
Costa Rica,Historical,EV stock,Cars,BEV,2016,Vehicles,22.0,Other
New Zealand,Historical,EV sales,Cars,BEV,2012,Vehicles,22.0,Other
India,Historical,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",22.0,Other
India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",22.0,Other
World,Historical,Battery demand,Cars,EV,2016,GWh,22.0,_World
Austria,Historical,EV sales share,Cars,EV,2022,percent,22.0,Other
EU27,Historical,EV sales share,Cars,EV,2023,percent,22.0,EU27
Europe,Historical,EV sales share,Cars,EV,2023,percent,22.0,Aggregate_sales_stock
Europe,Historical,EV sales share,Cars,EV,2024,percent,22.0,Aggregate_sales_stock
Norway,Historical,EV sales share,Cars,EV,2015,percent,22.0,Other
Norway,Historical,EV stock share,Cars,EV,2021,percent,22.0,Other
Portugal,Historical,EV sales share,Cars,EV,2022,percent,22.0,Other
World,Historical,EV sales share,Cars,EV,2024,percent,22.0,_World
Europe,Projection-STEPS,EV sales share,Cars,EV,2023,percent,22.0,Aggregate_sales_stock
Europe,Projection-STEPS,EV sales share,Cars,EV,2024,percent,22.0,Aggregate_sales_stock
World,Projection-STEPS,EV sales share,Cars,EV,2024,percent,22.0,_World
Ireland,Historical,EV sales share,Cars,EV,2022,percent,22.0,Other
Latvia,Historical,EV sales,Cars,BEV,2016,Vehicles,22.0,Other
Latvia,Historical,EV sales,Cars,BEV,2017,Vehicles,22.0,Other
EU27,Historical,EV sales share,Cars,EV,2022,percent,21.0,EU27
EU27,Historical,EV sales share,Cars,EV,2024,percent,21.0,EU27
Europe,Historical,EV sales share,Cars,EV,2022,percent,21.0,Aggregate_sales_stock
Israel,Historical,EV sales share,Cars,EV,2024,percent,21.0,Other
Switzerland,Historical,EV sales share,Cars,EV,2021,percent,21.0,Other
Europe,Projection-STEPS,EV sales share,Cars,EV,2022,percent,21.0,Aggregate_sales_stock
USA,Projection-STEPS,EV sales share,Cars,EV,2030,percent,21.0,Other
Bulgaria,Historical,EV sales,Cars,BEV,2015,Vehicles,21.0,Other
Austria,Historical,EV sales share,Cars,EV,2021,percent,20.0,Other
France,Historical,EV sales share,Cars,EV,2022,percent,20.0,Other
Iceland,Historical,EV sales share,Cars,EV,2018,percent,20.0,Other
Portugal,Historical,EV sales share,Cars,EV,2021,percent,20.0,Other
Luxembourg,Historical,EV sales share,Cars,EV,2021,percent,20.0,Other
Chile,Historical,EV stock,Cars,BEV,2014,Vehicles,19.0,Other
USA,Historical,Battery demand,Cars,EV,2018,GWh,19.0,Other
USA,Historical,Battery demand,Cars,EV,2019,GWh,19.0,Other
Asia Pacific,Historical,EV sales share,Cars,EV,2022,percent,19.0,Aggregate_sales_stock
Germany,Historical,EV sales share,Cars,EV,2024,percent,19.0,Other
United Kingdom,Historical,EV sales share,Cars,EV,2021,percent,19.0,Other
Thailand,Historical,EV stock,Cars,BEV,2012,Vehicles,18.0,Other
USA,Historical,Battery demand,Cars,EV,2020,GWh,18.0,Other
USA,Projection-STEPS,Battery demand,Cars,EV,2020,GWh,18.0,Other
Belgium,Historical,EV sales share,Cars,EV,2021,percent,18.0,Other
EU27,Historical,EV sales share,Cars,EV,2021,percent,18.0,EU27
Finland,Historical,EV sales share,Cars,EV,2020,percent,18.0,Other
Iceland,Historical,EV stock share,Cars,EV,2023,percent,18.0,Other
Iceland,Historical,EV stock share,Cars,EV,2024,percent,18.0,Other
New Zealand,Historical,EV sales share,Cars,EV,2022,percent,18.0,Other
World,Historical,EV sales share,Cars,EV,2023,percent,18.0,_World
Rest of the world,Projection-STEPS,EV sales share,Cars,EV,2030,percent,18.0,Other
World,Projection-STEPS,EV sales share,Cars,EV,2023,percent,18.0,_World
Iceland,Historical,EV sales,Cars,BEV,2012,Vehicles,17.0,Other
Europe,Historical,"Oil displacement, million lge",Cars,EV,2011,"Oil displacement, million lge",17.0,Aggregate_sales_stock
Rest of the world,Historical,"Oil displacement, million lge",Cars,EV,2011,"Oil displacement, million lge",17.0,Other
China,Historical,Battery demand,Cars,EV,2017,GWh,17.0,Other
Canada,Historical,EV sales share,Cars,EV,2024,percent,17.0,Other
Denmark,Historical,EV stock share,Cars,EV,2024,percent,17.0,Other
Europe,Historical,EV sales share,Cars,EV,2021,percent,17.0,Aggregate_sales_stock
France,Historical,EV sales share,Cars,EV,2021,percent,17.0,Other
Israel,Historical,EV sales share,Cars,EV,2023,percent,17.0,Other
Norway,Historical,EV stock share,Cars,EV,2020,percent,17.0,Other
Viet Nam,Historical,EV sales share,Cars,EV,2024,percent,17.0,Other
Europe,Projection-STEPS,EV sales share,Cars,EV,2021,percent,17.0,Aggregate_sales_stock
Latvia,Historical,EV sales,Cars,BEV,2015,Vehicles,17.0,Other
Chile,Historical,EV stock,Cars,BEV,2013,Vehicles,16.0,Other
Rest of the world,Historical,Battery demand,Cars,EV,2021,GWh,16.0,Other
Rest of the world,Projection-STEPS,Battery demand,Cars,EV,2021,GWh,16.0,Other
Denmark,Historical,EV sales share,Cars,EV,2020,percent,16.0,Other
Ireland,Historical,EV sales share,Cars,EV,2021,percent,16.0,Other
Central and South America,Historical,EV sales,Cars,BEV,2011,Vehicles,15.0,Other
Malaysia,Historical,EV sales,Cars,BEV,2014,Vehicles,15.0,Other
Poland,Historical,EV sales,Cars,BEV,2010,Vehicles,15.0,Other
China,Historical,"Oil displacement, million lge",Cars,EV,2011,"Oil displacement, million lge",15.0,Other
China,Historical,EV sales share,Cars,EV,2021,percent,15.0,Other
Costa Rica,Historical,EV sales share,Cars,EV,2024,percent,15.0,Other
Netherlands,Historical,EV sales share,Cars,EV,2019,percent,15.0,Other
Norway,Historical,EV sales share,Cars,EV,2014,percent,15.0,Other
World,Historical,EV sales share,Cars,EV,2022,percent,15.0,_World
China,Projection-STEPS,EV sales share,Cars,EV,2021,percent,15.0,Other
Europe,Projection-STEPS,EV stock share,Cars,EV,2030,percent,15.0,Aggregate_sales_stock
World,Projection-STEPS,EV sales share,Cars,EV,2022,percent,15.0,_World
World,Projection-STEPS,EV stock share,Cars,EV,2030,percent,15.0,_World
Africa,Historical,EV sales,Cars,BEV,2014,Vehicles,14.0,Aggregate_sales_stock
Costa Rica,Historical,EV sales,Cars,BEV,2017,Vehicles,14.0,Other
Iceland,Historical,EV stock,Cars,BEV,2010,Vehicles,14.0,Other
Iceland,Historical,EV stock,Cars,BEV,2011,Vehicles,14.0,Other
Malaysia,Historical,EV stock,Cars,BEV,2013,Vehicles,14.0,Other
New Zealand,Historical,EV stock,Cars,BEV,2010,Vehicles,14.0,Other
South Africa,Historical,EV sales,Cars,BEV,2014,Vehicles,14.0,Other
Thailand,Historical,EV sales,Cars,BEV,2015,Vehicles,14.0,Other
Germany,Historical,EV sales share,Cars,EV,2020,percent,14.0,Other
Iceland,Historical,EV sales share,Cars,EV,2017,percent,14.0,Other
Iceland,Historical,EV stock share,Cars,EV,2022,percent,14.0,Other
Switzerland,Historical,EV sales share,Cars,EV,2020,percent,14.0,Other
India,Projection-STEPS,EV sales share,Cars,EV,2030,percent,14.0,Other
Chile,Historical,EV sales,Cars,BEV,2015,Vehicles,13.0,Other
New Zealand,Historical,EV sales,Cars,BEV,2011,Vehicles,13.0,Other
Portugal,Historical,EV sales,Cars,BEV,2010,Vehicles,13.0,Other
Thailand,Historical,EV sales,Cars,BEV,2013,Vehicles,13.0,Other
Thailand,Historical,EV stock,Cars,BEV,2011,Vehicles,13.0,Other
World,Historical,Battery demand,Cars,EV,2015,GWh,13.0,_World
Australia,Historical,EV sales share,Cars,EV,2024,percent,13.0,Other
Canada,Historical,EV sales share,Cars,EV,2023,percent,13.0,Other
Costa Rica,Historical,EV sales share,Cars,EV,2023,percent,13.0,Other
Greece,Historical,EV sales share,Cars,EV,2023,percent,13.0,Other
Portugal,Historical,EV sales share,Cars,EV,2020,percent,13.0,Other
Sweden,Historical,EV stock share,Cars,EV,2024,percent,13.0,Other
Thailand,Historical,EV sales share,Cars,EV,2024,percent,13.0,Other
Mexico,Historical,EV sales,Cars,BEV,2013,Vehicles,12.0,Other
Australia,Historical,EV sales share,Cars,EV,2023,percent,12.0,Other
Greece,Historical,EV sales share,Cars,EV,2024,percent,12.0,Other
Israel,Historical,EV sales share,Cars,EV,2022,percent,12.0,Other
Norway,Historical,EV stock share,Cars,EV,2019,percent,12.0,Other
Spain,Historical,EV sales share,Cars,EV,2023,percent,12.0,Other
Cyprus,Historical,EV sales share,Cars,EV,2024,percent,12.0,Other
Hungary,Historical,EV sales share,Cars,EV,2024,percent,12.0,Other
Latvia,Historical,EV sales share,Cars,EV,2024,percent,12.0,Other
Lithuania,Historical,EV sales share,Cars,EV,2024,percent,12.0,Other
Seychelles,Historical,EV sales,Cars,BEV,2016,Vehicles,12.0,Other
Chile,Historical,EV stock,Cars,BEV,2012,Vehicles,11.0,Other
Malaysia,Historical,EV stock,Cars,BEV,2018,Vehicles,11.0,Other
Europe,Historical,Battery demand,Cars,EV,2018,GWh,11.0,Aggregate_sales_stock
Belgium,Historical,EV sales share,Cars,EV,2020,percent,11.0,Other
Belgium,Historical,EV stock share,Cars,EV,2024,percent,11.0,Other
China,Historical,EV stock share,Cars,EV,2024,percent,11.0,Other
Denmark,Historical,EV stock share,Cars,EV,2023,percent,11.0,Other
France,Historical,EV sales share,Cars,EV,2020,percent,11.0,Other
Netherlands,Historical,EV sales share,Cars,EV,2016,percent,11.0,Other
Netherlands,Historical,EV stock share,Cars,EV,2024,percent,11.0,Other
New Zealand,Historical,EV sales share,Cars,EV,2024,percent,11.0,Other
Spain,Historical,EV sales share,Cars,EV,2024,percent,11.0,Other
Sweden,Historical,EV sales share,Cars,EV,2019,percent,11.0,Other
Sweden,Historical,EV stock share,Cars,EV,2023,percent,11.0,Other
Thailand,Historical,EV sales share,Cars,EV,2023,percent,11.0,Other
Turkiye,Historical,EV sales share,Cars,EV,2024,percent,11.0,Other
United Kingdom,Historical,EV sales share,Cars,EV,2020,percent,11.0,Other
China,Projection-STEPS,EV stock share,Cars,EV,2024,percent,11.0,Other
Hungary,Historical,EV sales share,Cars,EV,2023,percent,11.0,Other
Latvia,Historical,EV sales share,Cars,EV,2023,percent,11.0,Other
Lithuania,Historical,EV sales share,Cars,EV,2023,percent,11.0,Other
Luxembourg,Historical,EV sales share,Cars,EV,2020,percent,11.0,Other
Romania,Historical,EV sales share,Cars,EV,2023,percent,11.0,Other
Slovenia,Historical,EV sales share,Cars,EV,2023,percent,11.0,Other
Brazil,Historical,EV sales,Cars,BEV,2010,Vehicles,10.0,Other
Central and South America,Historical,EV sales,Cars,BEV,2010,Vehicles,10.0,Other
Malaysia,Historical,EV sales,Cars,BEV,2012,Vehicles,10.0,Other
New Zealand,Historical,EV sales,Cars,BEV,2010,Vehicles,10.0,Other
China,Historical,Battery demand,Cars,EV,2016,GWh,10.0,Other
Asia Pacific,Historical,EV sales share,Cars,EV,2021,percent,10.0,Aggregate_sales_stock
EU27,Historical,EV sales share,Cars,EV,2020,percent,10.0,EU27
Europe,Historical,EV sales share,Cars,EV,2020,percent,10.0,Aggregate_sales_stock
USA,Historical,EV sales share,Cars,EV,2024,percent,10.0,Other
Europe,Projection-STEPS,EV sales share,Cars,EV,2020,percent,10.0,Aggregate_sales_stock
USA,Projection-STEPS,EV sales share,Cars,EV,2024,percent,10.0,Other
Estonia,Historical,EV sales share,Cars,EV,2024,percent,10.0,Other
Viet Nam,Historical,EV sales share,Cars,EV,2023,percent,9.8,Other
North America,Historical,EV sales share,Cars,EV,2024,percent,9.7,Aggregate_sales_stock
Korea,Historical,EV sales share,Cars,EV,2022,percent,9.6,Other
Austria,Historical,EV sales share,Cars,EV,2020,percent,9.5,Other
Canada,Historical,EV sales share,Cars,EV,2022,percent,9.5,Other
USA,Historical,EV sales share,Cars,EV,2023,percent,9.5,Other
USA,Projection-STEPS,EV sales share,Cars,EV,2023,percent,9.5,Other
USA,Historical,"Oil displacement, million lge",Cars,EV,2010,"Oil displacement, million lge",9.4,Other
Iceland,Historical,EV stock share,Cars,EV,2021,percent,9.3,Other
World,Historical,EV sales share,Cars,EV,2021,percent,9.3,_World
World,Projection-STEPS,EV sales share,Cars,EV,2021,percent,9.3,_World
Italy,Historical,EV sales share,Cars,EV,2023,percent,9.2,Other
Korea,Historical,EV sales share,Cars,EV,2024,percent,9.2,Other
Italy,Historical,EV sales share,Cars,EV,2021,percent,9.1,Other
Thailand,Historical,EV sales,Cars,BEV,2011,Vehicles,9.0,Other
Romania,Historical,EV sales share,Cars,EV,2022,percent,9.0,Other
India,Historical,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",8.9,Other
India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",8.9,Other
North America,Historical,EV sales share,Cars,EV,2023,percent,8.9,Aggregate_sales_stock
Norway,Historical,EV stock share,Cars,EV,2018,percent,8.9,Other
Spain,Historical,EV sales share,Cars,EV,2022,percent,8.9,Other
Cyprus,Historical,EV sales share,Cars,EV,2023,percent,8.8,Other
Estonia,Historical,EV sales share,Cars,EV,2023,percent,8.8,Other
Korea,Historical,EV sales share,Cars,EV,2023,percent,8.7,Other
Sweden,Historical,EV stock share,Cars,EV,2022,percent,8.7,Other
Hungary,Historical,EV sales share,Cars,EV,2022,percent,8.6,Other
World,Historical,Battery demand,Cars,EV,2014,GWh,8.5,_World
Italy,Historical,EV sales share,Cars,EV,2022,percent,8.5,Other
Finland,Historical,EV stock share,Cars,EV,2024,percent,8.3,Other
Netherlands,Historical,EV stock share,Cars,EV,2023,percent,8.2,Other
Latvia,Historical,EV sales share,Cars,EV,2022,percent,8.1,Other
Slovenia,Historical,EV sales share,Cars,EV,2024,percent,8.1,Other
Brazil,Historical,EV sales,Cars,BEV,2011,Vehicles,8.0,Other
Rest of the world,Historical,Battery demand,Cars,EV,2020,GWh,8.0,Other
Rest of the world,Projection-STEPS,Battery demand,Cars,EV,2020,GWh,8.0,Other
USA,Projection-STEPS,EV stock share,Cars,EV,2030,percent,8.0,Other
Greece,Historical,EV sales share,Cars,EV,2022,percent,7.9,Other
Italy,Historical,EV sales share,Cars,EV,2024,percent,7.9,Other
Lithuania,Historical,EV sales share,Cars,EV,2022,percent,7.9,Other
Belgium,Historical,EV stock share,Cars,EV,2023,percent,7.8,Other
Denmark,Historical,EV stock share,Cars,EV,2022,percent,7.8,Other
USA,Historical,Battery demand,Cars,EV,2017,GWh,7.6,Other
Costa Rica,Historical,EV sales share,Cars,EV,2022,percent,7.6,Other
New Zealand,Historical,EV sales share,Cars,EV,2021,percent,7.6,Other
Sweden,Historical,EV sales share,Cars,EV,2018,percent,7.6,Other
Europe,Historical,Battery demand,Cars,EV,2017,GWh,7.5,Aggregate_sales_stock
China,Historical,EV stock share,Cars,EV,2023,percent,7.5,Other
China,Projection-STEPS,EV stock share,Cars,EV,2023,percent,7.5,Other
India,Historical,"Oil displacement, million lge",Cars,EV,2019,"Oil displacement, million lge",7.4,Other
Colombia,Historical,EV sales share,Cars,EV,2024,percent,7.4,Other
USA,Historical,EV sales share,Cars,EV,2022,percent,7.4,Other
USA,Projection-STEPS,EV sales share,Cars,EV,2022,percent,7.4,Other
Ireland,Historical,EV sales share,Cars,EV,2020,percent,7.4,Other
Rest of the world,Historical,Battery demand,Cars,EV,2019,GWh,7.3,Other
Indonesia,Historical,EV sales share,Cars,EV,2024,percent,7.3,Other
Spain,Historical,EV sales share,Cars,EV,2021,percent,7.3,Other
Switzerland,Historical,EV stock share,Cars,EV,2024,percent,7.3,Other
Turkiye,Historical,EV sales share,Cars,EV,2023,percent,7.2,Other
Thailand,Historical,EV sales,Cars,BEV,2012,Vehicles,7.0,Other
Finland,Historical,EV stock share,Cars,EV,2023,percent,7.0,Other
North America,Historical,EV sales share,Cars,EV,2022,percent,7.0,Aggregate_sales_stock
Hungary,Historical,EV sales share,Cars,EV,2021,percent,7.0,Other
India,Historical,"Oil displacement, million lge",Cars,EV,2018,"Oil displacement, million lge",6.9,Other
Greece,Historical,EV sales share,Cars,EV,2021,percent,6.9,Other
Israel,Historical,EV sales share,Cars,EV,2021,percent,6.9,Other
Czech Republic,Historical,EV sales share,Cars,EV,2024,percent,6.8,Other
Asia Pacific,Historical,EV stock share,Cars,EV,2024,percent,6.7,Aggregate_sales_stock
Finland,Historical,EV sales share,Cars,EV,2019,percent,6.7,Other
Rest of the world,Historical,Battery demand,Cars,EV,2018,GWh,6.5,Other
Germany,Historical,EV stock share,Cars,EV,2024,percent,6.5,Other
Iceland,Historical,EV stock share,Cars,EV,2020,percent,6.5,Other
Romania,Historical,EV sales share,Cars,EV,2024,percent,6.5,Other
Brazil,Historical,EV sales share,Cars,EV,2024,percent,6.4,Other
Canada,Historical,EV sales share,Cars,EV,2021,percent,6.4,Other
Netherlands,Historical,EV sales share,Cars,EV,2017,percent,6.4,Other
Norway,Historical,EV stock share,Cars,EV,2017,percent,6.4,Other
Poland,Historical,EV sales share,Cars,EV,2023,percent,6.4,Other
United Kingdom,Historical,EV stock share,Cars,EV,2024,percent,6.4,Other
Iceland,Historical,EV sales share,Cars,EV,2016,percent,6.3,Other
Korea,Historical,EV sales share,Cars,EV,2021,percent,6.3,Other
Netherlands,Historical,EV sales share,Cars,EV,2018,percent,6.2,Other
Slovenia,Historical,EV sales share,Cars,EV,2022,percent,6.2,Other
India,Historical,"Oil displacement, million lge",Cars,EV,2017,"Oil displacement, million lge",6.1,Other
Slovakia,Historical,EV sales share,Cars,EV,2023,percent,6.1,Other
Central and South America,Historical,EV stock,Cars,BEV,2011,Vehicles,6.0,Other
Chile,Historical,EV sales,Cars,BEV,2011,Vehicles,6.0,Other
Chile,Historical,EV stock,Cars,BEV,2011,Vehicles,6.0,Other
Israel,Historical,EV sales,Cars,BEV,2014,Vehicles,6.0,Other
Israel,Historical,EV stock,Cars,BEV,2010,Vehicles,6.0,Other
Thailand,Historical,EV sales,Cars,BEV,2014,Vehicles,6.0,Other
USA,Historical,Battery demand,Cars,EV,2016,GWh,6.0,Other
Netherlands,Historical,EV stock share,Cars,EV,2022,percent,6.0,Other
Sweden,Historical,EV stock share,Cars,EV,2021,percent,6.0,Other
Israel,Historical,EV stock share,Cars,EV,2024,percent,5.9,Other
New Zealand,Historical,EV sales share,Cars,EV,2019,percent,5.9,Other
Poland,Historical,EV sales share,Cars,EV,2022,percent,5.9,Other
Norway,Historical,EV sales share,Cars,EV,2013,percent,5.8,Other
Switzerland,Historical,EV stock share,Cars,EV,2023,percent,5.8,Other
Bulgaria,Historical,EV sales share,Cars,EV,2023,percent,5.8,Other
China,Historical,EV sales share,Cars,EV,2020,percent,5.7,Other
Poland,Historical,EV sales share,Cars,EV,2024,percent,5.7,Other
China,Projection-STEPS,EV sales share,Cars,EV,2020,percent,5.7,Other
Portugal,Historical,EV sales share,Cars,EV,2019,percent,5.6,Other
Rest of the world,Projection-STEPS,EV sales share,Cars,EV,2024,percent,5.6,Other
China,Historical,"Oil displacement, million lge",Cars,EV,2010,"Oil displacement, million lge",5.5,Other
Europe,Historical,"Oil displacement, million lge",Cars,EV,2010,"Oil displacement, million lge",5.5,Aggregate_sales_stock
Netherlands,Historical,EV sales share,Cars,EV,2013,percent,5.5,Other
Switzerland,Historical,EV sales share,Cars,EV,2019,percent,5.5,Other
Central and South America,Historical,EV sales share,Cars,EV,2024,percent,5.4,Other
New Zealand,Historical,EV sales share,Cars,EV,2020,percent,5.4,Other
Cyprus,Historical,EV sales share,Cars,EV,2022,percent,5.4,Other
Czech Republic,Historical,EV sales share,Cars,EV,2023,percent,5.4,Other
Estonia,Historical,EV sales share,Cars,EV,2022,percent,5.4,Other
Austria,Historical,EV stock share,Cars,EV,2024,percent,5.3,Other
World,Historical,Battery demand,Cars,EV,2013,GWh,5.2,_World
Denmark,Historical,EV stock share,Cars,EV,2021,percent,5.2,Other
Germany,Historical,EV stock share,Cars,EV,2023,percent,5.2,Other
Romania,Historical,EV sales share,Cars,EV,2021,percent,5.2,Other
India,Historical,"Oil displacement, million lge",Cars,EV,2016,"Oil displacement, million lge",5.1,Other
Sweden,Historical,EV sales share,Cars,EV,2017,percent,5.1,Other
Chile,Historical,EV sales,Cars,BEV,2012,Vehicles,5.0,Other
Chile,Historical,EV sales,Cars,BEV,2013,Vehicles,5.0,Other
Chile,Historical,EV sales,Cars,BEV,2014,Vehicles,5.0,Other
Israel,Historical,EV sales,Cars,BEV,2016,Vehicles,5.0,Other
China,Historical,Battery demand,Cars,EV,2015,GWh,5.0,Other
Australia,Historical,EV sales share,Cars,EV,2022,percent,5.0,Other
China,Historical,EV sales share,Cars,EV,2019,percent,5.0,Other
China,Historical,EV stock share,Cars,EV,2022,percent,5.0,Other
Uzbekistan,Historical,EV sales share,Cars,EV,2024,percent,5.0,Other
China,Projection-STEPS,EV stock share,Cars,EV,2022,percent,5.0,Other
Rest of the world,Projection-STEPS,EV stock share,Cars,EV,2030,percent,5.0,Other
Bulgaria,Historical,EV sales share,Cars,EV,2024,percent,5.0,Other
Croatia,Historical,EV sales share,Cars,EV,2022,percent,5.0,Other
Lithuania,Historical,EV sales share,Cars,EV,2021,percent,5.0,Other
Bulgaria,Historical,EV sales,Cars,BEV,2016,Vehicles,5.0,Other
Seychelles,Historical,EV sales share,Cars,EV,2023,percent,5.0,Other
New Zealand,Historical,EV sales share,Cars,EV,2018,percent,4.9,Other
Croatia,Historical,EV sales share,Cars,EV,2024,percent,4.9,Other
Slovakia,Historical,EV sales share,Cars,EV,2024,percent,4.8,Other
Europe,Historical,Battery demand,Cars,EV,2016,GWh,4.7,Aggregate_sales_stock
China,Historical,EV sales share,Cars,EV,2018,percent,4.7,Other
Europe,Historical,EV stock share,Cars,EV,2024,percent,4.7,Aggregate_sales_stock
Finland,Historical,EV stock share,Cars,EV,2022,percent,4.7,Other
Iceland,Historical,EV stock share,Cars,EV,2019,percent,4.7,Other
USA,Historical,EV sales share,Cars,EV,2021,percent,4.7,Other
United Kingdom,Historical,EV stock share,Cars,EV,2023,percent,4.7,Other
Europe,Projection-STEPS,EV stock share,Cars,EV,2024,percent,4.7,Aggregate_sales_stock
USA,Projection-STEPS,EV sales share,Cars,EV,2021,percent,4.7,Other
Hungary,Historical,EV sales share,Cars,EV,2020,percent,4.7,Other
Asia Pacific,Historical,EV stock share,Cars,EV,2023,percent,4.6,Aggregate_sales_stock
Finland,Historical,EV sales share,Cars,EV,2018,percent,4.6,Other
Viet Nam,Historical,EV stock share,Cars,EV,2024,percent,4.6,Other
Croatia,Historical,EV sales share,Cars,EV,2023,percent,4.6,Other
Belgium,Historical,EV stock share,Cars,EV,2022,percent,4.5,Other
Netherlands,Historical,EV stock share,Cars,EV,2021,percent,4.5,Other
North America,Historical,EV sales share,Cars,EV,2021,percent,4.5,Aggregate_sales_stock
Spain,Historical,EV sales share,Cars,EV,2020,percent,4.5,Other
World,Historical,EV stock share,Cars,EV,2024,percent,4.5,_World
World,Projection-STEPS,EV stock share,Cars,EV,2024,percent,4.5,_World
India,Historical,"Oil displacement, million lge",Cars,EV,2015,"Oil displacement, million lge",4.4,Other
EU27,Historical,EV stock share,Cars,EV,2024,percent,4.4,EU27
France,Historical,EV stock share,Cars,EV,2024,percent,4.4,Other
World,Historical,EV sales share,Cars,EV,2020,percent,4.4,_World
World,Projection-STEPS,EV sales share,Cars,EV,2020,percent,4.4,_World
Canada,Historical,EV sales share,Cars,EV,2020,percent,4.2,Other
Canada,Historical,EV stock share,Cars,EV,2024,percent,4.2,Other
Denmark,Historical,EV sales share,Cars,EV,2019,percent,4.2,Other
Israel,Historical,EV stock share,Cars,EV,2023,percent,4.2,Other
Italy,Historical,EV sales share,Cars,EV,2020,percent,4.2,Other
Norway,Historical,EV stock share,Cars,EV,2016,percent,4.2,Other
Portugal,Historical,EV stock share,Cars,EV,2024,percent,4.2,Other
Switzerland,Historical,EV stock share,Cars,EV,2022,percent,4.2,Other
Seychelles,Historical,EV sales share,Cars,EV,2021,percent,4.2,Other
Austria,Historical,EV stock share,Cars,EV,2023,percent,4.1,Other
Rest of the world,Projection-STEPS,EV sales share,Cars,EV,2023,percent,4.1,Other
Ireland,Historical,EV sales share,Cars,EV,2019,percent,4.1,Other
Sweden,Historical,EV sales,Cars,BEV,2010,Vehicles,4.0,Other
Sweden,Historical,EV stock,Cars,BEV,2010,Vehicles,4.0,Other
Thailand,Historical,EV stock,Cars,BEV,2010,Vehicles,4.0,Other
France,Historical,EV stock share,Cars,EV,2023,percent,4.0,Other
Bulgaria,Historical,EV sales share,Cars,EV,2022,percent,4.0,Other
India,Historical,"Oil displacement, million lge",Cars,EV,2014,"Oil displacement, million lge",3.9,Other
Colombia,Historical,EV sales share,Cars,EV,2023,percent,3.9,Other
Iceland,Historical,EV sales share,Cars,EV,2015,percent,3.9,Other
Netherlands,Historical,EV sales share,Cars,EV,2014,percent,3.9,Other
Korea,Historical,EV sales share,Cars,EV,2018,percent,3.9,Other
Czech Republic,Historical,EV sales share,Cars,EV,2022,percent,3.9,Other
Latvia,Historical,EV sales share,Cars,EV,2021,percent,3.9,Other
Europe,Historical,Battery demand,Cars,EV,2015,GWh,3.8,Aggregate_sales_stock
Asia Pacific,Historical,EV sales share,Cars,EV,2020,percent,3.8,Aggregate_sales_stock
Germany,Historical,EV stock share,Cars,EV,2022,percent,3.8,Other
Rest of the world,Historical,EV sales share,Cars,EV,2024,percent,3.8,Other
Croatia,Historical,EV sales share,Cars,EV,2021,percent,3.8,Other
Slovenia,Historical,EV sales share,Cars,EV,2021,percent,3.8,Other
Slovakia,Historical,EV sales share,Cars,EV,2022,percent,3.7,Other
Rest of the world,Historical,"Oil displacement, million lge",Cars,EV,2010,"Oil displacement, million lge",3.6,Other
World,Projection-STEPS,Oil displacement Mbd,Cars,EV,2030,Million barrels per day,3.6,_World
USA,Historical,Battery demand,Cars,EV,2015,GWh,3.6,Other
Costa Rica,Historical,EV sales share,Cars,EV,2021,percent,3.6,Other
Europe,Historical,EV stock share,Cars,EV,2023,percent,3.6,Aggregate_sales_stock
Malaysia,Historical,EV sales share,Cars,EV,2024,percent,3.6,Other
Poland,Historical,EV sales share,Cars,EV,2021,percent,3.6,Other
Portugal,Historical,EV sales share,Cars,EV,2018,percent,3.6,Other
Sweden,Historical,EV stock share,Cars,EV,2020,percent,3.6,Other
Europe,Projection-STEPS,EV stock share,Cars,EV,2023,percent,3.6,Aggregate_sales_stock
Austria,Historical,EV sales share,Cars,EV,2019,percent,3.5,Other
Japan,Historical,EV sales share,Cars,EV,2023,percent,3.5,Other
Netherlands,Historical,EV sales share,Cars,EV,2015,percent,3.5,Other
Luxembourg,Historical,EV sales share,Cars,EV,2019,percent,3.5,Other
